Name	Set	ImageFile	Errata	Restricted	Cycle	Pack	Release Order	Edition	Unique	Faction	Type	SubType	Cost	Terror	Combat	Arcane	Investigation	Skill	Text
Mi-Go Scalpel	TYC	Ttyc056			Yuggoth Contract	Spoken Covenant	,05-3-056	LCG		Shub-Niggurath	Support	Attachment. Item.	2						Attach to a Mi-Go character. Action: Exhaust Mi-Go Scalpel to have attached character gain an icon of your choice for each of your Mi-Go characters in play until the end of the phase.
Bound and Gagged	TYC	Ttyc057			Yuggoth Contract	Spoken Covenant	,05-3-057	LCG		Syndicate	Support	Attachment. Condition.	1						Attach to a character with skill 2 or less. Attached character is considered to have a blank text box and cannot commit to stories.
Bootlegging Operation	TYC	Ttyc058			Yuggoth Contract	Spoken Covenant	,05-3-058	LCG		Syndicate	Support	Attachment.	2						Attach Bootlegging Operation to a Location support card. Action: Exhaust attached Location card to draw 1 card from the bottom of your deck.
Flying Polyps	TYC	Ttyc059			Yuggoth Contract	Spoken Covenant	,05-3-059	LCG		Yog-Sothoth	Character	Monster. Independent.	4	1	1	1		3	Invulnerability. Fast.
All are One	TYC	Ttyc060			Yuggoth Contract	Spoken Covenant	,05-3-060	LCG		Yog-Sothoth	Event	Ritual.	2						Action: Reveal the top 3 cards of your deck. Place one revealed card in the discard pile, add one revealed card to your hand, and place one revealed card on the top of your deck.
Sam Archer, Private Investigator	TYC	Ttyc061			Yuggoth Contract	Wailer Below	,05-4-061	LCG	*	Agency	Character	Investigator.	5		2		2	4	Heroic. Willpower. Toughness +2. Action: Pay 2 to give Sam Archer I until the end of the phase.
Exploring the Ruins	TYC	Ttyc062			Yuggoth Contract	Wailer Below	,05-4-062	LCG		Agency	Event		1						Action: Reveal the top 4 cards of your deck. Take one revealed support card and add it to your hand. Place the rest of the revealed cards on the bottom of your deck.
Degenerate Serpent Cultist	TYC	Ttyc063			Yuggoth Contract	Wailer Below	,05-4-063	LCG		Cthulhu	Character	Serpent. Cultist.	1	1				2	Action: Pay 1 to change one of Degenerate Serpent Cultist's T icons into A until the end of the phase.
Cthulhu, Lord of R'lyeh	TYC	Ttyc064			Yuggoth Contract	Wailer Below	,05-4-064	LCG	*	Cthulhu	Character	Ancient One.	6	2	2	1		8	Villainous. Invulnerability. Action: Pay 3 to force each opponent to choose and sacrifice a character.
Deep One Scout	TYC	Ttyc065			Yuggoth Contract	Wailer Below	,05-4-065	LCG		Cthulhu	Character	Deep One.	3		2	1		2	Action: Exhaust 2 Deep One characters to put a Deep One character with printed cost 3 or less from your hand into play.
Renowned Sculptor	TYC	Ttyc066			Yuggoth Contract	Wailer Below	,05-4-066	LCG		Hastur	Character	Cultist. Lunatic.	2			1		3	Action: Drive Renowned Sculptor insane to put an Artifact or Item support card from your hand into play. Return that card to your hand at the end of the phase if it is still in play.
Wraith	TYC	Ttyc067			Yuggoth Contract	Wailer Below	,05-4-067	LCG		Hastur	Character	Monster.	2	1				1	Forced Response: After Wraith enters your discard pile from play, your opponent must discard 1 random card from his hand.
Field Research Station	TYC	Ttyc068			Yuggoth Contract	Wailer Below	,05-4-068	LCG		Miskatonic University	Support	Location.	3						Action: Exhaust Field Research Station and pay 1 to choose a story. That story gains or loses an I struggle until the end of the phase.
Derby Hall, M.U. Dormitory	TYC	Ttyc069			Yuggoth Contract	Wailer Below	,05-4-069	LCG	*	Miskatonic University	Support	Location.	2						Action: Pay 1 and exhaust Derby Hall to return a Student or Faculty character to your hand.
Museum Curator	TYC	Ttyc070-R		R	Yuggoth Contract	Wailer Below	,05-4-070	LCG		Miskatonic University	Character	Faculty.	2			1		2	Response: After Museum Curator enters play, search the top 5 cards of your deck for a support card and put it into play. Put the rest of the cards on the bottom of your deck.
Taming the Storm	TYC	Ttyc071.png			Yuggoth Contract	Wailer Below	,05-4-071	LCG		Neutral	Conspiracy		0	1	1	1	1		Each of your characters committed to this story gets +2 skill.
Getaway Vehicle	TYC	Ttyc072			Yuggoth Contract	Wailer Below	,05-4-072	LCG		Neutral	Support	Attachment. Vehicle.	2						Attach to a character. Attached character gains Fast and Toughness +2.
Feasting Ghouls	TYC	Ttyc073			Yuggoth Contract	Wailer Below	,05-4-073	LCG		Shub-Niggurath	Character	Ghoul. Monster.	4	1	2			3	Feasting Ghouls gets +1 skill and T for each face down card attached to it. Action: Pay 1 to take a character from your opponent's discard pile and attach it face down to Feasting Ghouls as a blank Attachment support card.
Optic Warehouse	TYC	Ttyc074			Yuggoth Contract	Wailer Below	,05-4-074	LCG		Shub-Niggurath	Support	Location.	2						Action: Exhaust Optic Warehouse and pay 2 to choose a story. That story gains or loses a T struggle until the end of the phase.
Smugglers	TYC	Ttyc075			Yuggoth Contract	Wailer Below	,05-4-075	LCG		Syndicate	Character	Criminal.	3		2			2	After Smugglers enters play, place your hand on the bottom of your deck. Then, draw cards equal to the number of cards you placed on the bottom of your deck. Action: Exhaust Smugglers and pay 1 to draw 1 card from the bottom of your deck.
Eyes in a Jar	TYC	Ttyc076			Yuggoth Contract	Wailer Below	,05-4-076	LCG		Syndicate	Support	Item.	2						Opponents must play with their hands revealed.
Meat Wagon	TYC	Ttyc077			Yuggoth Contract	Wailer Below	,05-4-077	LCG		Syndicate	Support	Attachment. Vehicle.	2						Attach to a Criminal character you control. Action: Exhaust attached character to choose and exhaust a character with skill 2 or lower.
Curse of the Stone	TYC	Ttyc078			Yuggoth Contract	Wailer Below	,05-4-078	LCG		Yog-Sothoth	Event	Spell.	2						Action: Choose an opponent. That opponent discards a card from the top of his deck for each character he controls.
Doppelganger	TYC	Ttyc079-E-R	E	R	Yuggoth Contract	Wailer Below	,05-4-079	LCG		Yog-Sothoth	Character		X					0	When you play Doppelgänger from your hand, choose a non-unique character in play with printed cost X or lower. Doppelgänger becomes a printed copy of that character. If that character leaves play return Doppelgänger to your hand.
Cultist of the Key	TYC	Ttyc080			Yuggoth Contract	Wailer Below	,05-4-080	LCG		Yog-Sothoth	Character	Cultist. Sorcerer.	2			2		2	Action: Exhaust Cultist of the Key to choose a story. That story gains or loses an A struggle until the end of the phase.
Border Patrol Guard	TYC	Ttyc081			Yuggoth Contract	Screams from Within	,05-5-081	LCG		Agency	Character	Government.	3		1		1	2	If it is Day, Border Patrol Guard gains CC.
Police Headquarters	TYC	Ttyc082			Yuggoth Contract	Screams from Within	,05-5-082	LCG		Agency	Support	Location.	2						Action: Exhaust Police Headquarters to choose and exhaust a Criminal character.
Sledgehammer	TYC	Ttyc083			Yuggoth Contract	Screams from Within	,05-5-083	LCG		Agency	Support	Attachment. Weapon.	1						Attach to a character you control. Action: Sacrifice Sledgehammer to choose and destroy a Monster or Creature character with printed skill 3 or lower.
River of Serpents	TYC	Ttyc084			Yuggoth Contract	Screams from Within	,05-5-084	LCG		Cthulhu	Support	Location. Serpent.	2						Action: Exhaust River of Serpents to choose a Serpent character. That character gains TT until the end of the phase.
Yig, Father of Serpents	TYC	Ttyc085			Yuggoth Contract	Screams from Within	,05-5-085	LCG	*	Cthulhu	Character	Ancient One.	5	3		1		4	Villainous. Toughness +2. Serpent characters gain T. Action: Change one of Yig's T icons into CCA until the end of the phase.
Dangerous Inmate	TYC	Ttyc086			Yuggoth Contract	Screams from Within	,05-5-086	LCG		Hastur	Character	Cultist. Lunatic.	2		2	1		2	Action: Drive Dangerous Inmate insane to choose a character with printed skill 2 or lower. That character goes insane.
Thing from Nightmare	TYC	Ttyc087			Yuggoth Contract	Screams from Within	,05-5-087	LCG		Hastur	Character	Monster.	4	1	1	1		4	Lower the cost to play Thing from Nightmare by 1 (to a minimum of 1) for each insane character in play.
Cultist Journal Sketches	TYC	Ttyc088			Yuggoth Contract	Screams from Within	,05-5-088	LCG		Miskatonic University	Support	Attachment. Tome.	3						Attach to a [Miskatonic] character you control. Action: Exhaust Cultist Journal Sketches to choose a Villainous character. Return that character to its owner's hand.
Professor Smith, Alone With His Secrets	TYC	Ttyc089			Yuggoth Contract	Screams from Within	,05-5-089	LCG	*	Miskatonic University	Character	Faculty. Investigator.	4		1	1	1	3	Forced Response: After you draw cards due to a card effect, Professor Smith gains AI until the end of the turn.
M.U. Museum of Natural History	TYC	Ttyc090			Yuggoth Contract	Screams from Within	,05-5-090	LCG		Miskatonic University	Support	Location.	2						Action: Exhaust M.U. Museum of Natural History to choose and return an Artifact support card from your discard pile to your hand.
Archaeological Dig Site	TYC	Ttyc091			Yuggoth Contract	Screams from Within	,05-5-091	LCG		Miskatonic University	Support	Location.	2						Response: After you put an Item or Tome support card into your discard pile from play, sacrifice Archaeological Dig Site to add that card to your hand.
Losing the Tail	TYC	Ttyc092.png			Yuggoth Contract	Screams from Within	,05-5-092	LCG		Neutral	Conspiracy		0	1	1	1	1		Each of your characters committed to this story gains Fast.
Riding Shotgun	TYC	Ttyc093			Yuggoth Contract	Screams from Within	,05-5-093	LCG		Neutral	Event		2						Response: After you win a C struggle, exhaust a character you control with at least C to choose and wound a character committed to that story.
Chupacabra	TYC	Ttyc094			Yuggoth Contract	Screams from Within	,05-5-094	LCG		Shub-Niggurath	Character	Creature.	3	1	1			2	Action: Pay 1 and sacrifice a character to give Chupacabra CCC until the end of the phase.
Feeding Time	TYC	Ttyc095			Yuggoth Contract	Screams from Within	,05-5-095	LCG		Shub-Niggurath	Event		4						Action: Attach up to 3 characters from your discard pile to one of your domains as resources.
Kidnapping 101	TYC	Ttyc096			Yuggoth Contract	Screams from Within	,05-5-096	LCG		Syndicate	Event		2						Action: Choose an opponent's non-Ancient One character committed to a story. Uncommit that character from that story.
A Sight for Sore Eyes	TYC	Ttyc097			Yuggoth Contract	Screams from Within	,05-5-097	LCG		Syndicate	Event		1						Action: Name a card. Your opponent reveals his hand. Your characters get +2 skill for each copy of the revealed card in your opponent's hand until the end of the phase.
Blind Fighting	TYC	Ttyc098			Yuggoth Contract	Screams from Within	,05-5-098	LCG		Syndicate	Event		1						Action: Choose a story. Add or remove a C struggle from that story until the end of the phase. Then, you may exhaust a character you control to return Blind Fighting to your hand instead of discarding it.
Yog-Sothoth, Lord of Time and Space	TYC	Ttyc099			Yuggoth Contract	Screams from Within	,05-5-099	LCG	*	Yog-Sothoth	Character	Ancient One.	6	1	2	2		7	Villainous. Invulnerability. Action: Pay 2 to choose and play a Spell event card from your discard pile without paying its costs. Then, place that card on the bottom of your deck.
Spiritual Guidance	TYC	Ttyc100			Yuggoth Contract	Screams from Within	,05-5-100	LCG		Yog-Sothoth	Event	Spell.	1						Disrupt: When a character you control is wounded, discard a character card from your hand to cancel all wounds to that character.
Out of the Darkness	TYC	Ttyc101			Yuggoth Contract	Cacophony	,05-6-101	LCG		Agency	Event		1						Action: Choose a Weapon or Item card in your discard pile and return it to your hand.
Bloodbath	TYC	Ttyc102			Yuggoth Contract	Cacophony	,05-6-102	LCG		Agency	Event	Tactic.	3						Play before committing characters to stories during your story phase. Action: During all C struggles this turn, the player who wins this struggle may wound an additional character committed to that story for each C he won the struggle by.
Springfield M1903	TYC	Ttyc103			Yuggoth Contract	Cacophony	,05-6-103	LCG		Agency	Support	Attachment. Weapon.	1						Attach to a character you control. Attached character gets +2 skill and gains CC.
Disguised Threat	TYC	Ttyc104			Yuggoth Contract	Cacophony	,05-6-104	LCG		Cthulhu	Event	Ritual.	1						Action: Sacrifice a non-Serpent character to put a Serpent character from your hand into play.
Feeding Frenzy	TYC	Ttyc105			Yuggoth Contract	Cacophony	,05-6-105	LCG		Cthulhu	Event	Tactic.	2						Disrupt: After a character is wounded as a result of a C struggle, wound all characters committed to that story.
The Cave on the Hill, Local Landmark	TYC	Ttyc106			Yuggoth Contract	Cacophony	,05-6-106	LCG	*	Cthulhu	Support	Location.	3						Action: Exhaust The Cave on the Hill to remove one of your characters from a story. Then, ready that character.
Lost to the Madness	TYC	Ttyc107			Yuggoth Contract	Cacophony	,05-6-107	LCG		Hastur	Event	Madness.	4						Action: All characters in play go insane.
Fledgling Byakhee	TYC	Ttyc108			Yuggoth Contract	Cacophony	,05-6-108	LCG		Hastur	Character	Servitor.	2		1			2	Fast. If it is Night, Fledgling Byakhee gains TTA.
Stone Calendar	TYC	Ttyc109-E	E		Yuggoth Contract	Cacophony	,05-6-109	LCG		Miskatonic University	Support	Artifact.	2						Action: Exhaust Stone Calendar and discard any number of your success tokens in order to draw cards equal to the number of success tokens you discarded.
Uneasy Translator	TYC	Ttyc110			Yuggoth Contract	Cacophony	,05-6-110	LCG		Miskatonic University	Character	Faculty.	2			1		2	Action: Exhaust Uneasy Translator to choose a character. That character gains +2 skill for each character in play from a different faction than it.
Harry Houdini, Escape Artist	TYC	Ttyc111			Yuggoth Contract	Cacophony	,05-6-111	LCG	*	Miskatonic University	Character	Sorcerer.	3		1	1	1	3	Heroic. Willpower. Action: Pay 1 to remove Harry Houdini from a story he is committed to. Then, ready him.
Behind the Door	TYC	Ttyc112.png			Yuggoth Contract	Cacophony	,05-6-112	LCG		Neutral	Conspiracy		0	2	1	1	1		Each of your characters committed to this story gains T.
Forgiveness?	TYC	Ttyc113			Yuggoth Contract	Cacophony	,05-6-113	LCG		Neutral	Event		0						Disrupt: Cancel 1 wound to a character you control. Sacrifice that character at the end of the phase.
Shub-Niggurath, Dark Mistress of the Woods	TYC	Ttyc114			Yuggoth Contract	Cacophony	,05-6-114	LCG	*	Shub-Niggurath	Character	Ancient One.	6	2	2	1		8	Villainous. Invulnerability. Action: Pay 2 to put into play any number of Dark Young characters from your hand and discard pile.
Examining the Optic Nerve	TYC	Ttyc115			Yuggoth Contract	Cacophony	,05-6-115	LCG		Shub-Niggurath	Event		1						Action: Choose a Mi-Go character. That character gains I until the end of the phase.
Safe House	TYC	Ttyc116			Yuggoth Contract	Cacophony	,05-6-116	LCG		Syndicate	Support	Location.	3						Response: After a character enters your discard pile from play, pay 1 to return that character to your hand.
Tattooed Thug	TYC	Ttyc117			Yuggoth Contract	Cacophony	,05-6-117	LCG		Syndicate	Character	Conspirator. Cultist.	2		1			2	Tattooed Thug gains Willpower and CAA as long as there is a conspiracy story card in play.
The View from Within	TYC	Ttyc118			Yuggoth Contract	Cacophony	,05-6-118	LCG		Syndicate	Event		1						Action: Look at the top 4 cards of your opponent's deck. Then, return them to the top of his deck in any order.
Reckless Elder Thing	TYC	Ttyc119			Yuggoth Contract	Cacophony	,05-6-119	LCG		Yog-Sothoth	Character	Monster. Scientist.	3	1	1		2	4	Toughness +1. Forced Response: After Reckless Elder Thing is committed to a story, wound it.
Bird Demon	TYC	Ttyc120			Yuggoth Contract	Cacophony	,05-6-120	LCG		Yog-Sothoth	Character	Creature.	3	1	1	2		3	Fast.
Sister Sofia, Nun with a Gun	tOotST	Ootst001 			Order of the Silver Twilight	Deluxe 02	,06-001	LCG	*	Agency	Character	Independent.	3		2			2	Response: After you win a C struggle at a story to which Sister Sofia is committed, choose and wound X of your opponent's characters at that story. X is the number of drained domains your opponent has.
